,Entity,Year,Total GHG
4309,Somalia,2009,41410000.0
4310,Somalia,2010,41650000.0
4311,Somalia,2011,39610000.0
4312,Somalia,2012,39950000.0
4313,Somalia,2013,40100000.0
4314,Somalia,2014,40210000.0
4317,South Africa,1990,315930000.0
4318,South Africa,1991,311920000.0
4319,South Africa,1992,308890000.0
4320,South Africa,1993,317250000.0
4321,South Africa,1994,323240000.0
4322,South Africa,1995,333660000.0
4323,South Africa,1996,342300000.0
4324,South Africa,1997,355600000.0
4325,South Africa,1998,363580000.0
4326,South Africa,1999,342280000.0
4327,South Africa,2000,345420000.0
4328,South Africa,2001,380990000.0
4329,South Africa,2002,396800000.0
4330,South Africa,2003,417930000.0
4331,South Africa,2004,445750000.0
4332,South Africa,2005,447080000.0
4333,South Africa,2006,447830000.0
4334,South Africa,2007,468370000.0
4335,South Africa,2008,502330000.0
4336,South Africa,2009,482210000.0
4337,South Africa,2010,490010000.0
4338,South Africa,2011,476140000.0
4339,South Africa,2012,496320000.0
4340,South Africa,2013,505110000.0
4341,South Africa,2014,520540000.0
4344,South Korea,1990,252240000.0
4345,South Korea,1991,277550000.0
4346,South Korea,1992,302120000.0
4347,South Korea,1993,333000000.0
4348,South Korea,1994,360570000.0
4349,South Korea,1995,392980000.0
4350,South Korea,1996,420920000.0
4351,South Korea,1997,446720000.0
4352,South Korea,1998,381940000.0
4353,South Korea,1999,419830000.0
4354,South Korea,2000,477350000.0
4355,South Korea,2001,485320000.0
4356,South Korea,2002,478120000.0
4357,South Korea,2003,486050000.0
4358,South Korea,2004,510140000.0
4359,South Korea,2005,505580000.0
4360,South Korea,2006,508670000.0
4361,South Korea,2007,517490000.0
4362,South Korea,2008,531530000.0
4363,South Korea,2009,545250000.0
4364,South Korea,2010,598000000.0
4365,South Korea,2011,631360000.0
4366,South Korea,2012,636170000.0
4367,South Korea,2013,635550000.0
4368,South Korea,2014,624820000.0
4371,Spain,1990,228770000.0
4372,Spain,1991,234980000.0
4373,Spain,1992,244780000.0
4374,Spain,1993,230050000.0
4375,Spain,1994,243010000.0
4376,Spain,1995,256860000.0
4377,Spain,1996,250190000.0
4378,Spain,1997,271800000.0
4379,Spain,1998,281330000.0
4380,Spain,1999,305960000.0
4381,Spain,2000,323430000.0
4382,Spain,2001,321270000.0
4383,Spain,2002,337910000.0
4384,Spain,2003,347290000.0
4385,Spain,2004,363330000.0
4386,Spain,2005,378350000.0
4387,Spain,2006,385900000.0
4388,Spain,2007,401660000.0
4389,Spain,2008,368400000.0
4390,Spain,2009,331710000.0
4391,Spain,2010,316470000.0
4392,Spain,2011,316310000.0
4393,Spain,2012,309740000.0
4394,Spain,2013,283470000.0
4395,Spain,2014,281970000.0
4398,Sri Lanka,1990,28170000.0
4399,Sri Lanka,1991,28080000.0
4400,Sri Lanka,1992,29930000.0
4401,Sri Lanka,1993,30380000.0
4402,Sri Lanka,1994,31320000.0
4403,Sri Lanka,1995,31520000.0
4404,Sri Lanka,1996,31180000.0
4405,Sri Lanka,1997,29080000.0
4406,Sri Lanka,1998,26490000.0
4407,Sri Lanka,1999,25730000.0
4408,Sri Lanka,2000,24810000.0
4409,Sri Lanka,2001,25890000.0
4410,Sri Lanka,2002,26930000.0
4411,Sri Lanka,2003,28100000.0
4412,Sri Lanka,2004,28320000.0
4413,Sri Lanka,2005,30340000.0
4414,Sri Lanka,2006,26230000.0
4415,Sri Lanka,2007,27150000.0
4416,Sri Lanka,2008,27450000.0
4417,Sri Lanka,2009,26640000.0
4418,Sri Lanka,2010,27860000.0
4419,Sri Lanka,2011,31410000.0
4420,Sri Lanka,2012,32890000.0
4421,Sri Lanka,2013,30540000.0
4422,Sri Lanka,2014,33480000.0
4425,Sudan,1990,109260000.0
4426,Sudan,1991,110050000.0
4427,Sudan,1992,113530000.0
4428,Sudan,1993,115370000.0
4429,Sudan,1994,119720000.0
4430,Sudan,1995,120630000.0
4431,Sudan,1996,110480000.0
4432,Sudan,1997,115630000.0
4433,Sudan,1998,121930000.0
4434,Sudan,1999,122440000.0
4435,Sudan,2000,125770000.0
4436,Sudan,2001,150720000.0
4437,Sudan,2002,178510000.0
4438,Sudan,2003,152670000.0
4439,Sudan,2004,173120000.0
4440,Sudan,2005,167240000.0
4441,Sudan,2006,142360000.0
4442,Sudan,2007,147020000.0
4443,Sudan,2008,150870000.0
4444,Sudan,2009,185070000.0
4445,Sudan,2010,155100000.0
4446,Sudan,2011,172260000.0
4447,Sudan,2012,142860000.0
4448,Sudan,2013,142940000.0
4449,Sudan,2014,143300000.0
4452,Suriname,1990,6970000.0
4453,Suriname,1991,7320000.0
4454,Suriname,1992,7430000.0
4455,Suriname,1993,7350000.0
4456,Suriname,1994,7380000.0
4457,Suriname,1995,7430000.0
4458,Suriname,1996,6370000.0
4459,Suriname,1997,6510000.0
4460,Suriname,1998,7020000.0
4461,Suriname,1999,6160000.0
4462,Suriname,2000,5330000.0
4463,Suriname,2001,5440000.0
4464,Suriname,2002,6500000.0
4465,Suriname,2003,9970000.0
4466,Suriname,2004,8620000.0
4467,Suriname,2005,6120000.0
4468,Suriname,2006,6410000.0
4469,Suriname,2007,5630000.0
4470,Suriname,2008,6870000.0
4471,Suriname,2009,7700000.0
4472,Suriname,2010,6930000.0
4473,Suriname,2011,7200000.0
4474,Suriname,2012,7420000.0
4475,Suriname,2013,7830000.0
4476,Suriname,2014,7890000.0
4479,Sweden,1990,48040000.0
4480,Sweden,1991,48660000.0
4481,Sweden,1992,51260000.0
4482,Sweden,1993,51160000.0
4483,Sweden,1994,53010000.0
4484,Sweden,1995,52490000.0
4485,Sweden,1996,58060000.0
4486,Sweden,1997,51840000.0
4487,Sweden,1998,52600000.0
4488,Sweden,1999,51230000.0
4489,Sweden,2000,46960000.0
4490,Sweden,2001,14740000.0
4491,Sweden,2002,16000000.0
4492,Sweden,2003,17030000.0
4493,Sweden,2004,15600000.0
4494,Sweden,2005,12270000.0
4495,Sweden,2006,56730000.0
4496,Sweden,2007,54580000.0
4497,Sweden,2008,52480000.0
4498,Sweden,2009,49440000.0
4499,Sweden,2010,55230000.0
4500,Sweden,2011,51180000.0
4501,Sweden,2012,47690000.0
4502,Sweden,2013,45920000.0
4503,Sweden,2014,46040000.0
4506,Switzerland,1990,50770000.0
4507,Switzerland,1991,53000000.0
4508,Switzerland,1992,52940000.0
4509,Switzerland,1993,50430000.0
4510,Switzerland,1994,49620000.0
4511,Switzerland,1995,50580000.0
4512,Switzerland,1996,51110000.0
4513,Switzerland,1997,49630000.0
4514,Switzerland,1998,51170000.0
4515,Switzerland,1999,51310000.0
4516,Switzerland,2000,50550000.0
4517,Switzerland,2001,52460000.0
4518,Switzerland,2002,50800000.0
4519,Switzerland,2003,51990000.0
4520,Switzerland,2004,52390000.0
4521,Switzerland,2005,53110000.0
4522,Switzerland,2006,50960000.0
4523,Switzerland,2007,49090000.0
4524,Switzerland,2008,50630000.0
4525,Switzerland,2009,49150000.0
4526,Switzerland,2010,50770000.0
4527,Switzerland,2011,48420000.0
4528,Switzerland,2012,49760000.0
4529,Switzerland,2013,50790000.0
4530,Switzerland,2014,47000000.0
4533,Syria,1990,56950000.0
4534,Syria,1991,61360000.0
4535,Syria,1992,62510000.0
4536,Syria,1993,63010000.0
4537,Syria,1994,66390000.0
4538,Syria,1995,70520000.0
4539,Syria,1996,73730000.0
4540,Syria,1997,74200000.0
4541,Syria,1998,77460000.0
4542,Syria,1999,76500000.0
4543,Syria,2000,76450000.0
4544,Syria,2001,76970000.0
4545,Syria,2002,77580000.0
4546,Syria,2003,77900000.0
4547,Syria,2004,80270000.0
4548,Syria,2005,91420000.0
4549,Syria,2006,94680000.0
4550,Syria,2007,97960000.0
4551,Syria,2008,98980000.0
4552,Syria,2009,93910000.0
4553,Syria,2010,93100000.0
4554,Syria,2011,86740000.0
4555,Syria,2012,71310000.0
4556,Syria,2013,57300000.0
4557,Syria,2014,49790000.0
4560,Tajikistan,1990,17860000.0
4561,Tajikistan,1991,17040000.0
4562,Tajikistan,1992,14010000.0
4563,Tajikistan,1993,11140000.0
4564,Tajikistan,1994,8660000.0
4565,Tajikistan,1995,8140000.000000001
4566,Tajikistan,1996,7450000.0
4567,Tajikistan,1997,7720000.0
4568,Tajikistan,1998,7690000.0
4569,Tajikistan,1999,7140000.0
4570,Tajikistan,2000,6840000.0
4571,Tajikistan,2001,6740000.0
4572,Tajikistan,2002,6730000.0
4573,Tajikistan,2003,6960000.0
4574,Tajikistan,2004,7660000.0
4575,Tajikistan,2005,7730000.0
4576,Tajikistan,2006,8270000.0
4577,Tajikistan,2007,9000000.0
4578,Tajikistan,2008,9310000.0
4579,Tajikistan,2009,8990000.0
4580,Tajikistan,2010,9030000.0
4581,Tajikistan,2011,9320000.0
4582,Tajikistan,2012,10130000.0
4583,Tajikistan,2013,10530000.0
4584,Tajikistan,2014,11970000.0
4587,Tanzania,1990,289590000.0
4588,Tanzania,1991,289720000.0
4589,Tanzania,1992,289740000.0
4590,Tanzania,1993,290230000.0
4591,Tanzania,1994,290430000.0
4592,Tanzania,1995,294350000.0
4593,Tanzania,1996,296550000.0
4594,Tanzania,1997,281670000.0
4595,Tanzania,1998,299430000.0
4596,Tanzania,1999,294330000.0
4597,Tanzania,2000,268840000.0
4598,Tanzania,2001,309860000.0
4599,Tanzania,2002,296710000.0
4600,Tanzania,2003,320230000.0
4601,Tanzania,2004,323080000.0
4602,Tanzania,2005,339340000.0
4603,Tanzania,2006,308540000.0
4604,Tanzania,2007,319930000.0
4605,Tanzania,2008,323920000.0
4606,Tanzania,2009,314790000.0
4607,Tanzania,2010,316030000.0
4608,Tanzania,2011,311670000.0
4609,Tanzania,2012,309610000.0
4610,Tanzania,2013,309430000.0
4611,Tanzania,2014,312670000.0
4614,Thailand,1990,174510000.0
4615,Thailand,1991,186490000.0
4616,Thailand,1992,198430000.0
4617,Thailand,1993,214550000.0
4618,Thailand,1994,229290000.0
4619,Thailand,1995,248470000.0
4620,Thailand,1996,267810000.0
4621,Thailand,1997,275080000.0
4622,Thailand,1998,256820000.0
4623,Thailand,1999,266620000.0
4624,Thailand,2000,267950000.0
4625,Thailand,2001,272250000.0
4626,Thailand,2002,284790000.0
4627,Thailand,2003,297240000.0
4628,Thailand,2004,323230000.0
4629,Thailand,2005,327490000.0
4630,Thailand,2006,324740000.0
4631,Thailand,2007,341270000.0
4632,Thailand,2008,343700000.0
4633,Thailand,2009,343260000.0
4634,Thailand,2010,363470000.0
4635,Thailand,2011,377260000.0
4636,Thailand,2012,400910000.0
4637,Thailand,2013,411830000.0
4638,Thailand,2014,409180000.0
4641,Togo,1990,10900000.0
4642,Togo,1991,10680000.0
4643,Togo,1992,10410000.0
4644,Togo,1993,10330000.0
4645,Togo,1994,10590000.0
4646,Togo,1995,10640000.0
4647,Togo,1996,11080000.0
4648,Togo,1997,10950000.0
4649,Togo,1998,11860000.0
4650,Togo,1999,12350000.0
4651,Togo,2000,11890000.0
4652,Togo,2001,11710000.0
4653,Togo,2002,12240000.0
4654,Togo,2003,12680000.0
4655,Togo,2004,12440000.0
4656,Togo,2005,13480000.0
4657,Togo,2006,12660000.0
4658,Togo,2007,12490000.0
4659,Togo,2008,12720000.0
4660,Togo,2009,14290000.0
4661,Togo,2010,14020000.0
4662,Togo,2011,14610000.0
4663,Togo,2012,14050000.0
4664,Togo,2013,14310000.0
4665,Togo,2014,14260000.0
4668,Tonga,1990,250000.0
4669,Tonga,1991,270000.0
4670,Tonga,1992,240000.0
4671,Tonga,1993,260000.0
4672,Tonga,1994,260000.0
4673,Tonga,1995,260000.0
4674,Tonga,1996,230000.0
4675,Tonga,1997,250000.0
4676,Tonga,1998,230000.0
4677,Tonga,1999,250000.0
4678,Tonga,2000,230000.0
4679,Tonga,2001,230000.0
4680,Tonga,2002,240000.0
4681,Tonga,2003,280000.0
4682,Tonga,2004,260000.0
4683,Tonga,2005,260000.0
4684,Tonga,2006,-230000.0
4685,Tonga,2007,-250000.0
4686,Tonga,2008,-240000.0
4687,Tonga,2009,-200000.0
4688,Tonga,2010,-220000.0
4689,Tonga,2011,250000.0
4690,Tonga,2012,270000.0
4691,Tonga,2013,280000.0
4692,Tonga,2014,270000.0
4695,Trinidad and Tobago,1990,15440000.0
4696,Trinidad and Tobago,1991,14350000.0
4697,Trinidad and Tobago,1992,13340000.0
4698,Trinidad and Tobago,1993,13880000.0
4699,Trinidad and Tobago,1994,14450000.0
4700,Trinidad and Tobago,1995,14620000.0
4701,Trinidad and Tobago,1996,14850000.0
4702,Trinidad and Tobago,1997,15380000.0
4703,Trinidad and Tobago,1998,15820000.0
4704,Trinidad and Tobago,1999,16020000.0
4705,Trinidad and Tobago,2000,16649999.999999998
4706,Trinidad and Tobago,2001,17860000.0
4707,Trinidad and Tobago,2002,18750000.0
4708,Trinidad and Tobago,2003,17570000.0
4709,Trinidad and Tobago,2004,18150000.0
4710,Trinidad and Tobago,2005,22250000.0
4711,Trinidad and Tobago,2006,24750000.0
4712,Trinidad and Tobago,2007,26690000.0
4713,Trinidad and Tobago,2008,26250000.0
4714,Trinidad and Tobago,2009,25000000.0
4715,Trinidad and Tobago,2010,27310000.0
4716,Trinidad and Tobago,2011,26550000.0
4717,Trinidad and Tobago,2012,26460000.0
4718,Trinidad and Tobago,2013,27690000.0
4719,Trinidad and Tobago,2014,27480000.0
4722,Tunisia,1990,19200000.0
4723,Tunisia,1991,20200000.0
4724,Tunisia,1992,21000000.0
4725,Tunisia,1993,22550000.0
4726,Tunisia,1994,22550000.0
4727,Tunisia,1995,23180000.0
4728,Tunisia,1996,24740000.0
4729,Tunisia,1997,25380000.0
4730,Tunisia,1998,26790000.0
4731,Tunisia,1999,28240000.0
4732,Tunisia,2000,29770000.0
4733,Tunisia,2001,30790000.0
4734,Tunisia,2002,31060000.0
4735,Tunisia,2003,31370000.0
4736,Tunisia,2004,32250000.0
4737,Tunisia,2005,32910000.0
4738,Tunisia,2006,33760000.0
4739,Tunisia,2007,34490000.0
4740,Tunisia,2008,34620000.0
4741,Tunisia,2009,35090000.0
4742,Tunisia,2010,37770000.0
4743,Tunisia,2011,35910000.0
4744,Tunisia,2012,37030000.0
4745,Tunisia,2013,36930000.0
4746,Tunisia,2014,39360000.0
4749,Turkey,1990,184840000.0
4750,Turkey,1991,187290000.0
4751,Turkey,1992,194720000.0
4752,Turkey,1993,201230000.0
4753,Turkey,1994,196410000.0
4754,Turkey,1995,211000000.0
4755,Turkey,1996,228750000.0
4756,Turkey,1997,237830000.0
4757,Turkey,1998,239060000.0
4758,Turkey,1999,239000000.0
4759,Turkey,2000,262940000.0
4760,Turkey,2001,232390000.0
4761,Turkey,2002,242670000.0
4762,Turkey,2003,254510000.0
4763,Turkey,2004,260870000.0
4764,Turkey,2005,273390000.0
4765,Turkey,2006,277830000.0
4766,Turkey,2007,307700000.0
4767,Turkey,2008,306300000.0
4768,Turkey,2009,309800000.0
4769,Turkey,2010,319510000.0
4770,Turkey,2011,332180000.0
4771,Turkey,2012,346170000.0
4772,Turkey,2013,337450000.0
4773,Turkey,2014,362310000.0
4776,Turkmenistan,1990,80170000.0
4777,Turkmenistan,1991,70940000.0
4778,Turkmenistan,1992,56940000.0
4779,Turkmenistan,1993,54020000.0
4780,Turkmenistan,1994,58180000.0
4781,Turkmenistan,1995,60150000.0
4782,Turkmenistan,1996,57590000.0
4783,Turkmenistan,1997,58720000.0
4784,Turkmenistan,1998,60250000.0
4785,Turkmenistan,1999,67320000.0
4786,Turkmenistan,2000,70370000.0
4787,Turkmenistan,2001,73330000.0
4788,Turkmenistan,2002,77140000.0
4789,Turkmenistan,2003,84570000.0
4790,Turkmenistan,2004,88890000.0
4791,Turkmenistan,2005,89310000.0
4792,Turkmenistan,2006,89940000.0
4793,Turkmenistan,2007,94590000.0
4794,Turkmenistan,2008,94630000.0
4795,Turkmenistan,2009,86390000.0
4796,Turkmenistan,2010,92370000.0
4797,Turkmenistan,2011,101670000.0
4798,Turkmenistan,2012,109000000.0
4799,Turkmenistan,2013,114450000.0
4800,Turkmenistan,2014,120030000.0
4803,Tuvalu,1990,20000.0
4804,Tuvalu,1991,20000.0
4805,Tuvalu,1992,20000.0
4806,Tuvalu,1993,20000.0
4807,Tuvalu,1994,20000.0
4808,Tuvalu,1995,20000.0
4809,Tuvalu,1996,20000.0
4810,Tuvalu,1997,20000.0
4811,Tuvalu,1998,20000.0
4812,Tuvalu,1999,20000.0
4813,Tuvalu,2000,20000.0
4814,Tuvalu,2001,20000.0
4815,Tuvalu,2002,20000.0
4816,Tuvalu,2003,20000.0
4817,Tuvalu,2004,20000.0
4818,Tuvalu,2005,20000.0
4819,Tuvalu,2006,20000.0
4820,Tuvalu,2007,20000.0
4821,Tuvalu,2008,20000.0
4822,Tuvalu,2009,20000.0
4823,Tuvalu,2010,20000.0
4824,Tuvalu,2011,20000.0
4825,Tuvalu,2012,20000.0
4826,Tuvalu,2013,20000.0
4827,Tuvalu,2014,20000.0
4830,Uganda,1990,40470000.0
4831,Uganda,1991,41020000.0
4832,Uganda,1992,41340000.0
4833,Uganda,1993,41780000.0
4834,Uganda,1994,41540000.0
4835,Uganda,1995,42310000.0
4836,Uganda,1996,42510000.0
4837,Uganda,1997,43490000.0
4838,Uganda,1998,45940000.0
4839,Uganda,1999,45310000.0
4840,Uganda,2000,45460000.0
4841,Uganda,2001,44150000.0
4842,Uganda,2002,47390000.0
4843,Uganda,2003,50820000.0
4844,Uganda,2004,51580000.0
4845,Uganda,2005,54780000.0
4846,Uganda,2006,56910000.0
4847,Uganda,2007,57820000.0
4848,Uganda,2008,66190000.0
4849,Uganda,2009,67590000.0
4850,Uganda,2010,69810000.0
4851,Uganda,2011,71500000.0
4852,Uganda,2012,73750000.0
4853,Uganda,2013,75470000.0
4854,Uganda,2014,76930000.0
4857,Ukraine,1990,874780000.0
4858,Ukraine,1991,829180000.0
4859,Ukraine,1992,739380000.0
4860,Ukraine,1993,650270000.0
4861,Ukraine,1994,555010000.0
4862,Ukraine,1995,524370000.0
4863,Ukraine,1996,460140000.0
4864,Ukraine,1997,435580000.0
4865,Ukraine,1998,407750000.0
4866,Ukraine,1999,404090000.0
4867,Ukraine,2000,385470000.0
4868,Ukraine,2001,408800000.0
4869,Ukraine,2002,417040000.0
4870,Ukraine,2003,442500000.0
4871,Ukraine,2004,407320000.0
4872,Ukraine,2005,388140000.0
4873,Ukraine,2006,395810000.0
4874,Ukraine,2007,405230000.0
4875,Ukraine,2008,391780000.0
4876,Ukraine,2009,331880000.0
4877,Ukraine,2010,348010000.0
4878,Ukraine,2011,386440000.0
4879,Ukraine,2012,377120000.0
4880,Ukraine,2013,360890000.0
4881,Ukraine,2014,331750000.0
4884,United Arab Emirates,1990,68570000.0
4885,United Arab Emirates,1991,75130000.0
4886,United Arab Emirates,1992,73690000.0
4887,United Arab Emirates,1993,76580000.0
4888,United Arab Emirates,1994,83220000.0
4889,United Arab Emirates,1995,89690000.0
4890,United Arab Emirates,1996,94890000.0
4891,United Arab Emirates,1997,102780000.0
4892,United Arab Emirates,1998,107260000.0
4893,United Arab Emirates,1999,111480000.0
4894,United Arab Emirates,2000,112230000.0
4895,United Arab Emirates,2001,127130000.0
4896,United Arab Emirates,2002,131490000.0
4897,United Arab Emirates,2003,139190000.0
4898,United Arab Emirates,2004,147890000.0
4899,United Arab Emirates,2005,156550000.0
4900,United Arab Emirates,2006,162620000.0
4901,United Arab Emirates,2007,174010000.0
4902,United Arab Emirates,2008,199620000.0
4903,United Arab Emirates,2009,201820000.0
4904,United Arab Emirates,2010,208350000.0
4905,United Arab Emirates,2011,214470000.0
4906,United Arab Emirates,2012,226340000.0
4907,United Arab Emirates,2013,237450000.0
4908,United Arab Emirates,2014,239820000.0
4911,United Kingdom,1990,758030000.0
4912,United Kingdom,1991,771710000.0
4913,United Kingdom,1992,748770000.0
4914,United Kingdom,1993,731620000.0
4915,United Kingdom,1994,721580000.0
4916,United Kingdom,1995,711790000.0
4917,United Kingdom,1996,732890000.0
4918,United Kingdom,1997,710090000.0
4919,United Kingdom,1998,705980000.0
4920,United Kingdom,1999,679230000.0
4921,United Kingdom,2000,679530000.0
4922,United Kingdom,2001,687320000.0
4923,United Kingdom,2002,668260000.0
4924,United Kingdom,2003,677150000.0
4925,United Kingdom,2004,670800000.0
4926,United Kingdom,2005,664400000.0
4927,United Kingdom,2006,661660000.0
4928,United Kingdom,2007,645620000.0
4929,United Kingdom,2008,624230000.0
4930,United Kingdom,2009,568840000.0
4931,United Kingdom,2010,581780000.0
4932,United Kingdom,2011,538110000.0
4933,United Kingdom,2012,559760000.0
4934,United Kingdom,2013,541180000.0
4935,United Kingdom,2014,500980000.0
4938,United States,1990,5669590000.0
4939,United States,1991,5627950000.0
4940,United States,1992,5709170000.0
4941,United States,1993,5819340000.0
4942,United States,1994,5906320000.0
4943,United States,1995,5970680000.0
4944,United States,1996,6069300000.0
4945,United States,1997,6302580000.0
4946,United States,1998,6345670000.0
4947,United States,1999,6365600000.0
4948,United States,2000,6495120000.0
4949,United States,2001,6439610000.0
4950,United States,2002,6321650000.0
4951,United States,2003,6353160000.0
4952,United States,2004,6500270000.0
4953,United States,2005,6477600000.0
4954,United States,2006,6388860000.0
4955,United States,2007,6601130000.0
4956,United States,2008,6267350000.0
4957,United States,2009,5865860000.0
4958,United States,2010,6111810000.0
4959,United States,2011,6235850000.0
4960,United States,2012,5936090000.0
4961,United States,2013,6056310000.0
4962,United States,2014,6097750000.0
4965,Uruguay,1990,3230000.0
4966,Uruguay,1991,4820000.0
4967,Uruguay,1992,6430000.0
4968,Uruguay,1993,6950000.0
4969,Uruguay,1994,6860000.0
4970,Uruguay,1995,7090000.0
4971,Uruguay,1996,8350000.0
4972,Uruguay,1997,8060000.000000001
4973,Uruguay,1998,7550000.0
4974,Uruguay,1999,8620000.0
4975,Uruguay,2000,6720000.0
4976,Uruguay,2001,18040000.0
4977,Uruguay,2002,18370000.0
4978,Uruguay,2003,19340000.0
4979,Uruguay,2004,21220000.0
4980,Uruguay,2005,21570000.0
4981,Uruguay,2006,18080000.0
4982,Uruguay,2007,17010000.0
4983,Uruguay,2008,19640000.0
4984,Uruguay,2009,19420000.0
4985,Uruguay,2010,16690000.000000002
4986,Uruguay,2011,27130000.0
4987,Uruguay,2012,27840000.0
4988,Uruguay,2013,27010000.0
4989,Uruguay,2014,26470000.0
4992,Uzbekistan,1990,193420000.0
4993,Uzbekistan,1991,199130000.0
4994,Uzbekistan,1992,189450000.0
4995,Uzbekistan,1993,221560000.0
4996,Uzbekistan,1994,199500000.0
4997,Uzbekistan,1995,189440000.0
4998,Uzbekistan,1996,191820000.0
4999,Uzbekistan,1997,186310000.0
5000,Uzbekistan,1998,197910000.0
5001,Uzbekistan,1999,204650000.0
5002,Uzbekistan,2000,217740000.0
5003,Uzbekistan,2001,222420000.0
5004,Uzbekistan,2002,227790000.0
5005,Uzbekistan,2003,225150000.0
5006,Uzbekistan,2004,222070000.0
5007,Uzbekistan,2005,220970000.0
5008,Uzbekistan,2006,240320000.0
5009,Uzbekistan,2007,242510000.0
5010,Uzbekistan,2008,246330000.0
5011,Uzbekistan,2009,220040000.0
5012,Uzbekistan,2010,215040000.0
5013,Uzbekistan,2011,210090000.0
5014,Uzbekistan,2012,213650000.0
5015,Uzbekistan,2013,203070000.0
5016,Uzbekistan,2014,205670000.0
5019,Vanuatu,1990,470000.0
5020,Vanuatu,1991,480000.0
5021,Vanuatu,1992,500000.0
5022,Vanuatu,1993,530000.0
5023,Vanuatu,1994,540000.0
5024,Vanuatu,1995,540000.0
5025,Vanuatu,1996,560000.0
5026,Vanuatu,1997,570000.0
5027,Vanuatu,1998,570000.0
5028,Vanuatu,1999,580000.0
5029,Vanuatu,2000,560000.0
5030,Vanuatu,2001,550000.0
5031,Vanuatu,2002,550000.0
5032,Vanuatu,2003,580000.0
5033,Vanuatu,2004,560000.0
5034,Vanuatu,2005,570000.0
5035,Vanuatu,2006,560000.0
5036,Vanuatu,2007,690000.0
5037,Vanuatu,2008,700000.0
5038,Vanuatu,2009,690000.0
5039,Vanuatu,2010,710000.0
5040,Vanuatu,2011,750000.0
5041,Vanuatu,2012,740000.0
5042,Vanuatu,2013,740000.0
5043,Vanuatu,2014,800000.0
5046,Venezuela,1990,303150000.0
5047,Venezuela,1991,304970000.0
5048,Venezuela,1992,308980000.0
5049,Venezuela,1993,315260000.0
5050,Venezuela,1994,318020000.0
5051,Venezuela,1995,326540000.0
5052,Venezuela,1996,331000000.0
5053,Venezuela,1997,337570000.0
5054,Venezuela,1998,339200000.0
5055,Venezuela,1999,325600000.0
5056,Venezuela,2000,336290000.0
5057,Venezuela,2001,370460000.0
5058,Venezuela,2002,342080000.0
5059,Venezuela,2003,363150000.0
5060,Venezuela,2004,345140000.0
5061,Venezuela,2005,366870000.0
5062,Venezuela,2006,249270000.0
5063,Venezuela,2007,259240000.0
5064,Venezuela,2008,282550000.0
5065,Venezuela,2009,278240000.0
5066,Venezuela,2010,307750000.0
5067,Venezuela,2011,319150000.0
5068,Venezuela,2012,346310000.0
5069,Venezuela,2013,367760000.0
5070,Venezuela,2014,355290000.0
5073,Vietnam,1990,25640000.0
5074,Vietnam,1991,28510000.0
5075,Vietnam,1992,31010000.0
5076,Vietnam,1993,37670000.0
5077,Vietnam,1994,43290000.0
5078,Vietnam,1995,49500000.0
5079,Vietnam,1996,56030000.0
5080,Vietnam,1997,63800000.0
5081,Vietnam,1998,74980000.0
5082,Vietnam,1999,78260000.0
5083,Vietnam,2000,86210000.0
5084,Vietnam,2001,118010000.0
5085,Vietnam,2002,135420000.0
5086,Vietnam,2003,141590000.0
5087,Vietnam,2004,159720000.0
5088,Vietnam,2005,169510000.0
5089,Vietnam,2006,184610000.0
5090,Vietnam,2007,200300000.0
5091,Vietnam,2008,209210000.0
5092,Vietnam,2009,231320000.0
5093,Vietnam,2010,250600000.0
5094,Vietnam,2011,235370000.0
5095,Vietnam,2012,236850000.0
5096,Vietnam,2013,248860000.0
5097,Vietnam,2014,262640000.0
5100,World,1990,34967340000.0
5101,World,1991,35125440000.0
5102,World,1992,34985530000.0
5103,World,1993,35079630000.0
5104,World,1994,35287610000.0
5105,World,1995,36012630000.0
5106,World,1996,36025050000.0
5107,World,1997,37342500000.0
5108,World,1998,36976630000.0
5109,World,1999,36810090000.0
5110,World,2000,37420920000.0
5111,World,2001,38379960000.0
5112,World,2002,39824700000.0
5113,World,2003,40678670000.0
5114,World,2004,42452220000.0
5115,World,2005,43354520000.0
5116,World,2006,43723500000.0
5117,World,2007,44584430000.0
5118,World,2008,44952270000.0
5119,World,2009,44936190000.0
5120,World,2010,46552370000.0
5121,World,2011,47802540000.0
5122,World,2012,48348770000.0
5123,World,2013,48961600000.0
5124,World,2014,49440790000.0
5127,Yemen,1990,12380000.0
5128,Yemen,1991,13970000.0
5129,Yemen,1992,14800000.0
5130,Yemen,1993,13930000.0
5131,Yemen,1994,14340000.0
5132,Yemen,1995,15780000.0
5133,Yemen,1996,16510000.000000002
5134,Yemen,1997,17860000.0
5135,Yemen,1998,19280000.0
5136,Yemen,1999,21070000.0
5137,Yemen,2000,22200000.0
5138,Yemen,2001,23820000.0
5139,Yemen,2002,24060000.0
5140,Yemen,2003,26940000.0
5141,Yemen,2004,28190000.0
5142,Yemen,2005,29290000.0
5143,Yemen,2006,29680000.0
5144,Yemen,2007,31410000.0
5145,Yemen,2008,33100000.0
5146,Yemen,2009,37000000.0
5147,Yemen,2010,35620000.0
5148,Yemen,2011,32390000.0
5149,Yemen,2012,31450000.0
5150,Yemen,2013,38300000.0
5151,Yemen,2014,38800000.0
5154,Zambia,1990,485470000.0
5155,Zambia,1991,484930000.0
5156,Zambia,1992,484270000.0
5157,Zambia,1993,483030000.0
