,Entity,Year,Consumption of Ozone
4577,West Asia,1996,14077.5
4578,West Asia,1997,13068.7
4579,West Asia,1998,10232.7
4580,West Asia,1999,8671.0
4581,West Asia,2000,8299.0
4582,West Asia,2006,5979.3
4583,West Asia,2007,5534.0
4584,West Asia,2008,5364.1
4585,West Asia,2009,4096.4
4586,West Asia,2010,3473.39
4587,West Asia,2011,3598.22
4588,West Asia,2012,3826.31
4589,West Asia,2013,2946.12
4591,Western Africa,1990,1504.4
4592,Western Africa,1991,2675.8
4593,Western Africa,1992,1884.7
4594,Western Africa,1993,3588.9
4595,Western Africa,1994,3613.0
4596,Western Africa,1995,3560.9
4597,Western Africa,1996,6394.2
4598,Western Africa,1997,6574.9
4599,Western Africa,1998,6495.7
4600,Western Africa,1999,5751.0
4601,Western Africa,2000,5665.9
4602,Western Africa,2001,5071.7
4603,Western Africa,2002,4578.8
4604,Western Africa,2003,3695.6
4605,Western Africa,2004,3078.6
4606,Western Africa,2005,896.4
4607,Western Africa,2006,906.0
4608,Western Africa,2007,436.4
4609,Western Africa,2008,589.8
4610,Western Africa,2009,701.8
4611,Western Africa,2010,672.0
4612,Western Africa,2011,686.36
4613,Western Africa,2012,729.81
4614,Western Africa,2013,538.78
4616,Western Indian Ocean,1991,6.5
4617,Western Indian Ocean,1995,54.8
4618,Western Indian Ocean,1996,65.9
4619,Western Indian Ocean,1997,150.5
4620,Western Indian Ocean,1998,79.1
4621,Western Indian Ocean,1999,55.9
4622,Western Indian Ocean,2000,45.5
4623,Western Indian Ocean,2001,34.5
4624,Western Indian Ocean,2002,191.2
4625,Western Indian Ocean,2003,26.6
4626,Western Indian Ocean,2004,27.1
4627,Western Indian Ocean,2005,20.1
4628,Western Indian Ocean,2006,14.1
4629,Western Indian Ocean,2007,15.5
4630,Western Indian Ocean,2008,10.6
4631,Western Indian Ocean,2009,45.2
4632,Western Indian Ocean,2010,23.5
4633,Western Indian Ocean,2011,26.37
4634,Western Indian Ocean,2012,24.21
4635,Western Indian Ocean,2013,22.06
4637,World,1990,738815.6
4638,World,1991,673441.2
4639,World,1992,687962.2
4640,World,1993,626345.1
4641,World,1994,433194.8
4642,World,1995,387046.8
4643,World,1996,267992.5
4644,World,1997,248869.7
4645,World,1998,318250.4
4646,World,1999,268225.8
4647,World,2000,252201.3
4648,World,2001,207099.7
4649,World,2002,169428.8
4650,World,2003,164590.4
4651,World,2004,132105.3
4652,World,2005,95591.9
4653,World,2006,87156.2
4654,World,2007,67083.6
4655,World,2008,54077.3
4656,World,2009,50818.45
4657,World,2010,45527.99
4658,World,2011,42618.99
4659,World,2012,43003.63
4660,World,2013,32450.38
4661,World,2014,6922.26
4663,Yemen,1991,27.0
4664,Yemen,1995,2563.8
4665,Yemen,1996,1925.4
4666,Yemen,1997,1581.1
4667,Yemen,1998,1279.6
4668,Yemen,1999,1238.7
4669,Yemen,2000,1253.4
4670,Yemen,2001,1236.2
4671,Yemen,2002,1135.8
4672,Yemen,2003,873.6
4673,Yemen,2004,856.8
4674,Yemen,2005,818.3
4675,Yemen,2006,535.3
4676,Yemen,2007,427.5
4677,Yemen,2008,431.0
4678,Yemen,2009,314.6
4679,Yemen,2010,178.19
4680,Yemen,2011,89.98
4681,Yemen,2012,112.94
4682,Yemen,2013,127.16
4684,Zambia,1990,34.6
4685,Zambia,1991,26.3
4686,Zambia,1992,31.8
4687,Zambia,1993,31.2
4688,Zambia,1994,64.0
4689,Zambia,1995,50.2
4690,Zambia,1996,60.9
4691,Zambia,1997,63.4
4692,Zambia,1998,57.7
4693,Zambia,1999,55.4
4694,Zambia,2000,53.2
4695,Zambia,2001,26.8
4696,Zambia,2002,24.0
4697,Zambia,2003,22.9
4698,Zambia,2004,22.2
4699,Zambia,2005,20.5
4700,Zambia,2006,13.3
4701,Zambia,2007,10.8
4702,Zambia,2008,6.9
4703,Zambia,2009,3.9
4704,Zambia,2010,11.2
4705,Zambia,2011,9.23
4706,Zambia,2012,8.8
4707,Zambia,2013,4.99
4708,Zambia,2014,4.4
4710,Zimbabwe,1991,390.0
4711,Zimbabwe,1993,676.3
4712,Zimbabwe,1994,907.1
4713,Zimbabwe,1995,891.2
4714,Zimbabwe,1996,901.3
4715,Zimbabwe,1997,1051.3
4716,Zimbabwe,1998,1249.6
4717,Zimbabwe,1999,719.5
4718,Zimbabwe,2000,524.9
4719,Zimbabwe,2001,836.7
4720,Zimbabwe,2002,345.8
4721,Zimbabwe,2003,227.4
4722,Zimbabwe,2004,303.4
4723,Zimbabwe,2005,212.3
4724,Zimbabwe,2006,229.4
4725,Zimbabwe,2007,92.3
4726,Zimbabwe,2008,37.3
4727,Zimbabwe,2009,40.8
4728,Zimbabwe,2010,29.3
4729,Zimbabwe,2011,22.22
4730,Zimbabwe,2012,16.2
4731,Zimbabwe,2013,15.76
4732,Zimbabwe,2014,13.32
